App name,No.,Time,Source,Destination,Protocol,Length,Info
Netflix,16759,662.835643,172.30.1.1,172.30.1.250,TCP,88,34822  >  443 [ACK] Seq=41248 Ack=16468395 Win=7696896 Len=0
Netflix,16760,662.835748,172.30.1.250,172.30.1.1,TLSv1.3,8508,Application Data
Netflix,16761,662.836161,172.30.1.1,172.30.1.250,TCP,88,34822  >  443 [ACK] Seq=41248 Ack=16476817 Win=7688704 Len=0
Netflix,16762,662.851515,172.30.1.250,172.30.1.1,TCP,2700,"443  >  34820 [PSH, ACK] Seq=25532023 Ack=52047 Win=2097152 Len=2612 [TCP segment of a reassembled PDU]"
Netflix,16763,662.851777,172.30.1.250,172.30.1.1,TCP,4004,"443  >  34822 [PSH, ACK] Seq=16476817 Ack=41248 Win=2097152 Len=3918 [TCP segment of a reassembled PDU]"
Netflix,16764,662.85192,172.30.1.1,172.30.1.250,TCP,88,34820  >  443 [ACK] Seq=52047 Ack=25534635 Win=5890560 Len=0
Netflix,16765,662.851944,172.30.1.1,172.30.1.250,TCP,88,34822  >  443 [ACK] Seq=41248 Ack=16480735 Win=7709184 Len=0
Netflix,16766,662.853167,172.30.1.250,172.30.1.1,TCP,6616,"443  >  34820 [PSH, ACK] Seq=25534635 Ack=52047 Win=2097152 Len=6530 [TCP segment of a reassembled PDU]"
Netflix,16767,662.853559,172.30.1.1,172.30.1.250,TCP,88,34820  >  443 [ACK] Seq=52047 Ack=25541165 Win=5888512 Len=0
Netflix,16768,662.857865,172.30.1.250,172.30.1.1,TLSv1.3,4004,Application Data
Netflix,16769,662.858357,172.30.1.250,172.30.1.1,TCP,4004,"443  >  34822 [PSH, ACK] Seq=16480735 Ack=41248 Win=2097152 Len=3918 [TCP segment of a reassembled PDU]"
